PLAYER_ID,PLAYER_NAME,draft_year,macro_archetype,shot_style_subtype,hybrid_archetype_label,scarcity_tier,scarcity_wording,prototype_fit_ambiguity,ambiguity_band,identity_drift_class,drift_signal,realistic_comp_list,realistic_comp_similarity_mean,comp_salary_match_count,comp_salary_match_rate,comp_salary_anchor_support,detail_effective_comp_n,detail_same_macro_share,detail_anchor_std_weighted,comp_support_bucket,protected_price_cap_pct,fair_price_cap_pct,walk_away_max_cap_pct,anchor_band_width,anchor_band_relative_width,anchor_width_band,market_anchor_supported_flag,market_anchor_band_text,decision_card_band_text,decision_card_support_text,provisional_action_bucket,provisional_action_reason,decision_card_label,decision_status,supporting_shot_style_explanation,block2_market_context_interpretation,historical_year5_salary_cap_pct_observed,historical_year5_salary_observed_flag,holdout_for_case_study,holdout_reason
1901,Dion Glover,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,replaceable_middle,Useful middle-class wing archetype; offers should stay disciplined unless other evidence is unusually strong.,0.6947854786418479,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Linas Kleiza, Antoine Wright, Kirk Snyder, Corey Maggette, Quentin Richardson",5.66931792978346,3,0.6,medium,8.825037703900355,0.3333333333333333,0.0535124049632872,moderate,0.0365779896013864,0.1077382242270605,0.1596715328467153,0.1230935432453289,1.1425243373782248,wide,1,"Protected around 0.037 of cap, fair around 0.108, walk-away max around 0.160.","Protected around 0.037 of cap, fair around 0.108, walk-away max around 0.160.",Comp support moderate; drift elevated_drift_risk; archetype replaceable_middle.,wait_and_save_flexibility,Wait and save flexibility: comp support is usable but not airtight; wing archetype sits in the replaceable middle; prototype fit is only moderately clear; market anchor band is wide; role identity is still shifting materially.,"Dion Glover — Perimeter Wings & Connectors | Protected 0.037, fair 0.108, walk-away 0.160",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.037 to 0.160 of cap, with a weighted midpoint near 0.132. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.0228102189781021,1,False,
1882,Elton Brand,1999,Scoring Bigs / Two-Way Forwards,Arc-Heavy Spacers,Scoring Bigs / Two-Way Forwards | Arc-Heavy Spacers,selective_premium,"Valuable scoring frontcourt archetype, but price discipline still matters because replacement is not impossible.",0.8156868515108351,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Kenyon Martin, Luol Deng, Yao Ming, Carlos Boozer, Zach Randolph",6.999811600884239,5,1.0,medium,4.990940618425893,1.0,0.0253262698373559,strong,0.2070947787366032,0.2070947787366032,0.2155127877820834,0.0084180090454802,0.040648098888996,narrow,1,"Protected around 0.207 of cap, fair around 0.207, walk-away max around 0.216.","Protected around 0.207 of cap, fair around 0.207, walk-away max around 0.216.",Comp support strong; drift elevated_drift_risk; archetype selective_premium.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; frontcourt scoring archetype can justify a selective premium; prototype fit is only moderately clear; market anchor band is narrow; role identity is still shifting materially.","Elton Brand — Scoring Bigs / Two-Way Forwards | Protected 0.207, fair 0.207, walk-away 0.216",provisional_block2_only,High-frequency perimeter shot makers and floor-spacing profiles.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.212 to 0.216 of cap, with a weighted midpoint near 0.215. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.25,1,False,
1915,Evan Eschmeyer,1999,Low-Usage Interior Bigs,Arc-Heavy Spacers,Low-Usage Interior Bigs | Arc-Heavy Spacers,replaceable,Functional but more replaceable interior archetype; market evidence should be treated conservatively.,0.6868516517387818,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Mario Kasun, Chris Richard, Jake Voskuhl, Dan Gadzuric, Renaldo Balkman",8.28578900245785,4,0.8,medium,6.558087369294823,1.0,0.0312819407517985,strong,0.0173059377058436,0.0442208397960401,0.0442208397960401,0.0269149020901965,0.6086474660892054,balanced,1,"Protected around 0.017 of cap, fair around 0.044, walk-away max around 0.044.","Protected around 0.017 of cap, fair around 0.044, walk-away max around 0.044.",Comp support strong; drift elevated_drift_risk; archetype replaceable.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; archetype is fairly replaceable; prototype fit is only moderately clear; market anchor band is balanced; role identity is still shifting materially.","Evan Eschmeyer — Low-Usage Interior Bigs | Protected 0.017, fair 0.044, walk-away 0.044",provisional_block2_only,High-frequency perimeter shot makers and floor-spacing profiles.,"This player sits in the Low-Usage Interior Bigs market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.017 to 0.038 of cap, with a weighted midpoint near 0.029. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.0688244981751824,1,False,
1921,Gordan Giricek,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,replaceable_middle,Useful middle-class wing archetype; offers should stay disciplined unless other evidence is unusually strong.,0.9656692248956592,high_ambiguity,insufficient_data,unresolved_drift,"Vladimir Radmanovic, Mike Miller, Wilson Chandler, Brian Cook, Jared Dudley",5.347991387965055,4,0.8,high,5.885781387972024,0.5,0.0306863100294121,strong,0.0639627272727272,0.0839229256322137,0.0839229256322137,0.0199601983594864,0.2378396392775992,narrow,1,"Protected around 0.064 of cap, fair around 0.084, walk-away max around 0.084.","Protected around 0.064 of cap, fair around 0.084, walk-away max around 0.084.",Comp support strong; drift unresolved_drift; archetype replaceable_middle.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; wing archetype sits in the replaceable middle; prototype fit remains ambiguous; market anchor band is narrow; drift evidence is unresolved.","Gordan Giricek — Perimeter Wings & Connectors | Protected 0.064, fair 0.084, walk-away 0.084",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.064 to 0.073 of cap, with a weighted midpoint near 0.064. Comp-market support is high, and the early-career drift class is insufficient_data.",0.0351277372262773,1,False,
1899,James Posey,1999,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,selective_premium,"Valuable scoring frontcourt archetype, but price discipline still matters because replacement is not impossible.",0.8315581999285802,medium_ambiguity,role_shifting_materially,elevated_drift_risk,"Quentin Richardson, Mehmet Okur, Charlie Villanueva, Casey Jacobsen, Caron Butler",5.846655938728089,5,1.0,high,4.989748518258472,0.8,0.0570338237708975,strong,0.1113357772719625,0.1113357772719625,0.1399830620118566,0.028647284739894,0.2573052925288939,narrow,1,"Protected around 0.111 of cap, fair around 0.111, walk-away max around 0.140.","Protected around 0.111 of cap, fair around 0.111, walk-away max around 0.140.",Comp support strong; drift elevated_drift_risk; archetype selective_premium.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; frontcourt scoring archetype can justify a selective premium; prototype fit is only moderately clear; market anchor band is narrow; role identity is still shifting materially.","James Posey — Scoring Bigs / Two-Way Forwards | Protected 0.111, fair 0.111, walk-away 0.140",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.113 to 0.140 of cap, with a weighted midpoint near 0.132. Comp-market support is high, and the early-career drift class is role_shifting_materially.",0.1121578467153284,1,False,
1891,Jason Terry,1999,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,scarce,Scarce offensive engine archetype; earlier disciplined offers can be justified when comp support is credible.,0.4846568055403031,low_ambiguity,role_shifting_materially,elevated_drift_risk,"Kirk Hinrich, Delonte West, Mike Dunleavy, Luke Ridnour, Aaron Brooks",8.497313843546333,4,0.8,low,6.135266430908589,0.5,0.0497225953327122,moderate,0.0656100886162235,0.132209027100139,0.2022290131224159,0.1366189245061924,1.0333554939687533,wide,1,"Protected around 0.066 of cap, fair around 0.132, walk-away max around 0.202.","Protected around 0.066 of cap, fair around 0.132, walk-away max around 0.202.",Comp support moderate; drift elevated_drift_risk; archetype scarce.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is usable but not airtight; role family is relatively scarce; prototype fit is relatively clear; market anchor band is wide; role identity is still shifting materially.","Jason Terry — High-Usage Primary Creators | Protected 0.066, fair 0.132, walk-away 0.202",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.066 to 0.202 of cap, with a weighted midpoint near 0.140. Comp-market support is low, and the early-career drift class is role_shifting_materially.",0.1900851505474452,1,False,
1902,Jeff Foster,1999,Low-Usage Interior Bigs,Midrange Shot Creators,Low-Usage Interior Bigs | Midrange Shot Creators,replaceable,Functional but more replaceable interior archetype; market evidence should be treated conservatively.,0.641676011631066,low_ambiguity,role_shifting_materially,elevated_drift_risk,"Serge Ibaka, Anthony Bennett, Thomas Robinson, Tyler Zeller, Josh McRoberts",8.427930746778497,4,0.8,low,6.1335644278905095,1.0,0.026039988244278,strong,0.0388164323616566,0.0463080311072519,0.0516849286747984,0.0128684963131418,0.277889083285309,narrow,1,"Protected around 0.039 of cap, fair around 0.046, walk-away max around 0.052.","Protected around 0.039 of cap, fair around 0.046, walk-away max around 0.052.",Comp support strong; drift elevated_drift_risk; archetype replaceable.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; archetype is fairly replaceable; prototype fit is relatively clear; market anchor band is narrow; role identity is still shifting materially.","Jeff Foster — Low-Usage Interior Bigs | Protected 0.039, fair 0.046, walk-away 0.052",provisional_block2_only,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Low-Usage Interior Bigs market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.039 to 0.052 of cap, with a weighted midpoint near 0.039. Comp-market support is low, and the early-career drift class is role_shifting_materially.",0.0912408759124087,1,False,
1911,John Celestand,1999,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,highly_replaceable,Highly replaceable low-opportunity archetype; avoid paying ahead of weak evidence.,0.6963231717411864,medium_ambiguity,insufficient_data,unresolved_drift,"Maurice Ager, Travis Hansen, Frank Williams, Tamar Slay, Speedy Claxton",10.412566856964805,2,0.4,low,12.558056908699202,0.5,0.0368901551428927,weak,0.0014352043277513,0.0378303381496463,0.0752222475495783,0.073787043221827,1.950472737778499,very_wide,1,"Protected around 0.001 of cap, fair around 0.038, walk-away max around 0.075.","Protected around 0.001 of cap, fair around 0.038, walk-away max around 0.075.",Comp support weak; drift unresolved_drift; archetype highly_replaceable.,avoid_overcommitting,Avoid overcommitting: comp support is weak; archetype is highly replaceable; prototype fit is only moderately clear; market anchor band is very wide; drift evidence is unresolved.,"John Celestand — Fringe / Low-Opportunity Players | Protected 0.001, fair 0.038, walk-away 0.075",provisional_block2_only,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Fringe / Low-Opportunity Players market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.001 to 0.075 of cap, with a weighted midpoint near 0.001. Comp-market support is low, and the early-career drift class is insufficient_data.",,0,False,
1886,Jonathan Bender,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,replaceable_middle,Useful middle-class wing archetype; offers should stay disciplined unless other evidence is unusually strong.,0.9613232201234104,high_ambiguity,role_shifting_materially,elevated_drift_risk,"Mike Scott, Jon Leuer, Jeremy Lamb, Fred Jones, Chris Singleton",7.107713831680593,4,0.8,medium,6.159149471494518,0.75,0.0224259625938543,strong,0.035407125330614,0.0453275609327227,0.0583419591606285,0.0229348338300145,0.5059798797481175,balanced,1,"Protected around 0.035 of cap, fair around 0.045, walk-away max around 0.058.","Protected around 0.035 of cap, fair around 0.045, walk-away max around 0.058.",Comp support strong; drift elevated_drift_risk; archetype replaceable_middle.,offer_now_disciplined_band,"Offer now, but stay disciplined: comp support is strong; wing archetype sits in the replaceable middle; prototype fit remains ambiguous; market anchor band is balanced; role identity is still shifting materially.","Jonathan Bender — Perimeter Wings & Connectors | Protected 0.035, fair 0.045, walk-away 0.058",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.035 to 0.058 of cap, with a weighted midpoint near 0.035. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.1322992700729927,1,False,
1908,Jumaine Jones,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,replaceable_middle,Useful middle-class wing archetype; offers should stay disciplined unless other evidence is unusually strong.,0.9684051551583852,high_ambiguity,role_shifting_materially,elevated_drift_risk,"Oleksiy Pecherov, Rodney Buford, Bobby Simmons, Travis Outlaw, Delonte West",6.823006681836686,4,0.8,medium,6.4691370653331015,0.5,0.0566456679439408,moderate,0.0033231295620437,0.0755595301829003,0.1616161616161616,0.1582930320541179,2.094944630689893,very_wide,1,"Protected around 0.003 of cap, fair around 0.076, walk-away max around 0.162.","Protected around 0.003 of cap, fair around 0.076, walk-away max around 0.162.",Comp support moderate; drift elevated_drift_risk; archetype replaceable_middle.,wait_and_save_flexibility,Wait and save flexibility: comp support is usable but not airtight; wing archetype sits in the replaceable middle; prototype fit remains ambiguous; market anchor band is very wide; role identity is still shifting materially.,"Jumaine Jones — Perimeter Wings & Connectors | Protected 0.003, fair 0.076, walk-away 0.162",provisional_block2_only,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.003 to 0.162 of cap, with a weighted midpoint near 0.072. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.0342153284671532,1,False,
