PLAYER_ID,PLAYER_NAME,draft_year,hybrid_archetype_label,macro_archetype,shot_style_subtype,staged_extension_stance,staged_extension_stance_label,staged_band_text,staged_extension_reason,deliverable3_framework_status,forecast_support_status,forecast_outlook_bucket,forecast_confidence_band,forecast_uncertainty_band,comp_support_bucket,scarcity_tier,identity_drift_class,block1_support_note,card_title,card_market_text,card_forecast_text,card_reason_text,card_status_text
1892,Trajan Langdon,1999,Perimeter Wings & Connectors | Midrange Shot Creators,Perimeter Wings & Connectors,Midrange Shot Creators,offer_now_disciplined_band,Offer now at disciplined price,"Protected 3.8%, fair 4.2%, walk-away 6.4%; open 3.9%, target 4.2%, hard max 6.4%.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,strong,replaceable_middle,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Trajan Langdon — Offer now at disciplined price,"Protected 3.8%, fair 4.2%, walk-away 6.4%. Open at 3.9%, target 4.2%, hard max 6.4%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1893,Aleksandar Radojevic,1999,Fringe / Low-Opportunity Players | No Shot Subtype,Fringe / Low-Opportunity Players,,avoid_overcommitting,Avoid overcommitting,"Protected N/A, fair N/A, walk-away N/A; open N/A, target N/A, hard max N/A.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,insufficient,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Aleksandar Radojevic — Avoid overcommitting,"Protected N/A, fair N/A, walk-away N/A. Open at N/A, target N/A, hard max N/A.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1894,Corey Maggette,1999,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 1.5%, fair 8.9%, walk-away 16.0%; open 4.5%, target 8.9%, hard max 16.0%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,high_confidence,low_uncertainty,strong,selective_premium,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Corey Maggette — Offer now at disciplined price,"Protected 1.5%, fair 8.9%, walk-away 16.0%. Open at 4.5%, target 8.9%, hard max 16.0%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1895,William Avery,1999,Fringe / Low-Opportunity Players | Rim Pressure Drivers,Fringe / Low-Opportunity Players,Rim Pressure Drivers,avoid_overcommitting,Avoid overcommitting,"Protected 1.7%, fair 5.3%, walk-away 9.5%; open 1.7%, target 1.7%, hard max 3.7%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,moderate,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,William Avery — Avoid overcommitting,"Protected 1.7%, fair 5.3%, walk-away 9.5%. Open at 1.7%, target 1.7%, hard max 3.7%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1897,Metta World Peace,1999,High-Usage Primary Creators | Rim Pressure Drivers,High-Usage Primary Creators,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 14.0%, fair 16.2%, walk-away 18.0%; open 14.9%, target 16.2%, hard max 18.0%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,high_confidence,low_uncertainty,strong,scarce,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Metta World Peace — Offer now at disciplined price,"Protected 14.0%, fair 16.2%, walk-away 18.0%. Open at 14.9%, target 16.2%, hard max 18.0%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1898,Cal Bowdler,1999,Low-Usage Interior Bigs | Midrange Shot Creators,Low-Usage Interior Bigs,Midrange Shot Creators,avoid_overcommitting,Avoid overcommitting,"Protected 1.1%, fair 3.3%, walk-away 7.5%; open 1.1%, target 1.1%, hard max 2.7%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Cal Bowdler — Avoid overcommitting,"Protected 1.1%, fair 3.3%, walk-away 7.5%. Open at 1.1%, target 1.1%, hard max 2.7%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1899,James Posey,1999,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 11.1%, fair 11.1%, walk-away 14.0%; open 11.1%, target 11.1%, hard max 14.0%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,high_confidence,low_uncertainty,strong,selective_premium,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,James Posey — Offer now at disciplined price,"Protected 11.1%, fair 11.1%, walk-away 14.0%. Open at 11.1%, target 11.1%, hard max 14.0%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1900,Quincy Lewis,1999,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 1.7%, fair 5.6%, walk-away 5.6%; open 3.3%, target 5.6%, hard max 5.6%.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,strong,replaceable_middle,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Quincy Lewis — Offer now at disciplined price,"Protected 1.7%, fair 5.6%, walk-away 5.6%. Open at 3.3%, target 5.6%, hard max 5.6%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1901,Dion Glover,1999,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 3.7%, fair 10.8%, walk-away 16.0%; open 3.7%, target 7.2%, hard max 10.8%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,low_confidence,high_uncertainty,moderate,replaceable_middle,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Dion Glover — Wait and save flexibility,"Protected 3.7%, fair 10.8%, walk-away 16.0%. Open at 3.7%, target 7.2%, hard max 10.8%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence low_confidence, uncertainty high_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1902,Jeff Foster,1999,Low-Usage Interior Bigs | Midrange Shot Creators,Low-Usage Interior Bigs,Midrange Shot Creators,offer_now_disciplined_band,Offer now at disciplined price,"Protected 3.9%, fair 4.6%, walk-away 5.2%; open 4.2%, target 4.6%, hard max 5.2%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,downside_leaning,high_confidence,low_uncertainty,strong,replaceable,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Jeff Foster — Offer now at disciplined price,"Protected 3.9%, fair 4.6%, walk-away 5.2%. Open at 4.2%, target 4.6%, hard max 5.2%.","Forecast support status: classification_or_truth_only. Outlook downside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1903,Kenny Thomas,1999,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 12.5%, fair 12.5%, walk-away 15.5%; open 12.5%, target 12.5%, hard max 15.5%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,high_confidence,low_uncertainty,strong,selective_premium,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Kenny Thomas — Offer now at disciplined price,"Protected 12.5%, fair 12.5%, walk-away 15.5%. Open at 12.5%, target 12.5%, hard max 15.5%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1904,Devean George,1999,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 0.1%, fair 3.4%, walk-away 5.2%; open 1.4%, target 3.4%, hard max 5.2%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,downside_leaning,high_confidence,low_uncertainty,strong,replaceable_middle,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Devean George — Offer now at disciplined price,"Protected 0.1%, fair 3.4%, walk-away 5.2%. Open at 1.4%, target 3.4%, hard max 5.2%.","Forecast support status: classification_or_truth_only. Outlook downside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1905,Andrei Kirilenko,1999,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 8.3%, fair 10.4%, walk-away 13.1%; open 9.1%, target 10.4%, hard max 13.1%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,high_confidence,low_uncertainty,moderate,selective_premium,insufficient_data,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Andrei Kirilenko — Offer now at disciplined price,"Protected 8.3%, fair 10.4%, walk-away 13.1%. Open at 9.1%, target 10.4%, hard max 13.1%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1906,Tim James,1999,Fringe / Low-Opportunity Players | Midrange Shot Creators,Fringe / Low-Opportunity Players,Midrange Shot Creators,avoid_overcommitting,Avoid overcommitting,"Protected 1.4%, fair 2.1%, walk-away 3.4%; open 1.4%, target 1.4%, hard max 1.9%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,moderate,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Tim James — Avoid overcommitting,"Protected 1.4%, fair 2.1%, walk-away 3.4%. Open at 1.4%, target 1.4%, hard max 1.9%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1907,Vonteego Cummings,1999,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 0.0%, fair 3.7%, walk-away 11.2%; open 0.0%, target 1.9%, hard max 3.7%.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,moderate,replaceable_middle,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Vonteego Cummings — Wait and save flexibility,"Protected 0.0%, fair 3.7%, walk-away 11.2%. Open at 0.0%, target 1.9%, hard max 3.7%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
1908,Jumaine Jones,1999,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 0.3%, fair 7.6%, walk-away 16.2%; open 0.3%, target 3.9%, hard max 7.6%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,downside_leaning,medium_confidence,medium_uncertainty,moderate,replaceable_middle,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Jumaine Jones — Wait and save flexibility,"Protected 0.3%, fair 7.6%, walk-away 16.2%. Open at 0.3%, target 3.9%, hard max 7.6%.","Forecast support status: classification_or_truth_only. Outlook downside_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
